"id","BirthYear","DeathYear","DeathAge","Gender","Island","DeathYear.factor","Group","TimeElapsed"
4512915,1783,1866,83,"M","Bryher",1866,1,33
4512914,1833,1866,33,"M","StMarys",1866,1,33
4512912,1788,1866,78,"M","StMarys",1866,1,33
4512911,1866,1866,0,"M","StMarys",1866,1,33
4512910,1866,1866,0,"M","Tresco",1866,1,33
4512909,1831,1866,35,"M","Tresco",1866,1,33
4512908,1852,1866,14,"M","Tresco",1866,1,33
4512907,1864,1866,2,"F","StMarys",1866,1,33
4512906,1865,1866,1,"F","StMarys",1866,1,33
4512901,1788,1866,78,"F","StMarys",1866,1,33
4512900,1863,1866,3,"M","StMarys",1866,1,33
4512899,1864,1866,2,"F","Tresco",1866,1,33
4512898,1791,1866,75,"M","Bryher",1866,1,33
4512897,1784,1866,82,"F","Tresco",1866,1,33
4512894,1865,1865,0,"F","StMarys",1865,1,32
4512892,1819,1865,46,"M","StMarys",1865,1,32
4512891,1781,1865,84,"F","StMartins",1865,1,32
4512890,1784,1865,81,"F","StMarys",1865,1,32
4512887,1781,1865,84,"M","Tresco",1865,1,32
4512885,1798,1865,67,"F","StMarys",1865,1,32
4512884,1789,1865,76,"M","StMarys",1865,1,32
4512883,1865,1865,0,"M","StMarys",1865,1,32
4512882,1818,1865,47,"F","StMarys",1865,1,32
4512881,1865,1865,0,NA,"StMarys",1865,1,32
4512880,1865,1865,0,"F","StMarys",1865,1,32
4512879,1843,1865,22,"F","StMarys",1865,1,32
4512878,1787,1865,78,"F","StMarys",1865,1,32
4512875,1793,1865,72,"F","StMarys",1865,1,32
4512874,1863,1865,2,"F","StMarys",1865,1,32
4512871,1864,1865,1,"F","StMarys",1865,1,32
4512870,1798,1865,67,"M","StMarys",1865,1,32
4512869,1788,1865,77,"F","StMarys",1865,1,32
4512867,1865,1865,0,"M","Tresco",1865,1,32
4512866,1816,1865,49,"M","Tresco",1865,1,32
4512865,1798,1865,67,"F","StMarys",1865,1,32
4512864,1803,1865,62,"M","StMarys",1865,1,32
4512863,1844,1865,21,"M","StMarys",1865,1,32
4512862,1844,1865,21,"F","StMarys",1865,1,32
4512861,1794,1865,71,"M","StMartins",1865,1,32
4512860,1784,1865,81,"M","StMarys",1865,1,32
4512858,1862,1865,3,"F","Tresco",1865,1,32
4512857,1865,1865,0,"M","Tresco",1865,1,32
4512856,1793,1865,72,"F","Tresco",1865,1,32
4512855,1863,1865,2,"F","Tresco",1865,1,32
4512854,1798,1865,67,"M","Tresco",1865,1,32
4512853,1865,1865,0,"M","StMarys",1865,1,32
4512852,1838,1865,27,"M",NA,1865,1,32
4512851,1838,1865,27,"F","StMarys",1865,1,32
4512850,1855,1865,10,"F","StMarys",1865,1,32
4512849,1789,1865,76,"F","StMarys",1865,1,32
4512848,1838,1865,27,"M","StMarys",1865,1,32
4512847,1864,1865,1,"M","StMarys",1865,1,32
4512844,1790,1864,74,"F","StMarys",1864,1,31
4512843,1776,1864,88,"F","StMarys",1864,1,31
4512842,1828,1864,36,"F","StMarys",1864,1,31
4512841,1777,1864,87,"F","StMarys",1864,1,31
4512839,1864,1864,0,"M","StMarys",1864,1,31
4512838,1840,1864,24,"F","StMarys",1864,1,31
4512837,1842,1864,22,"M","StMarys",1864,1,31
4512836,1842,1864,22,"F","Tresco",1864,1,31
4512835,1781,1864,83,"F","Tresco",1864,1,31
4512834,1798,1864,66,"F","StMarys",1864,1,31
4512833,1836,1864,28,"F","StMarys",1864,1,31
4512832,1827,1864,37,"F","StMarys",1864,1,31
4512830,1826,1864,38,"M","StMarys",1864,1,31
4512829,1777,1864,87,"F","StMarys",1864,1,31
4512827,1864,1864,0,"M","StMarys",1864,1,31
4512826,1816,1864,48,"F","Bryher",1864,1,31
4512824,1796,1864,68,"M","StMarys",1864,1,31
4512823,1845,1864,19,"M","StMarys",1864,1,31
4512822,1833,1864,31,"F","StMarys",1864,1,31
4512821,1794,1864,70,"F","StMarys",1864,1,31
4512820,1814,1864,50,"M","StMarys",1864,1,31
4512819,1801,1864,63,"F","Tresco",1864,1,31
4512817,1828,1864,36,"M","Tresco",1864,1,31
4512814,1786,1864,78,"M","StMarys",1864,1,31
4512813,1776,1864,88,"M","StMartins",1864,1,31
4512811,1864,1864,0,"M","StMarys",1864,1,31
4512812,1796,1864,68,"M","StMarys",1864,1,31
4512810,1819,1864,45,NA,"StMarys",1864,1,31
4512808,1864,1864,0,"M","StMartins",1864,1,31
4512809,1786,1864,78,"F","StMarys",1864,1,31
4512807,1824,1864,40,"F","StMartins",1864,1,31
4512805,1776,1864,88,"M","StMarys",1864,1,31
4512804,1789,1864,75,"M","StMarys",1864,1,31
4512803,1805,1864,59,"F","StMarys",1864,1,31
4512802,1782,1864,82,"F","StMarys",1864,1,31
4512801,1823,1864,41,"M","StMarys",1864,1,31
4512800,1786,1864,78,"M","Tresco",1864,1,31
4512799,1779,1864,85,"M","StMarys",1864,1,31
4512798,1795,1864,69,"M","StAgnes",1864,1,31
4512797,1811,1864,53,"M","Tresco",1864,1,31
4512796,1863,1863,0,"M","StMarys",1863,1,30
4512795,1835,1863,28,"M","StMarys",1863,1,30
4512793,1862,1863,1,"M","StMarys",1863,1,30
4512792,1836,1863,27,"M",NA,1863,1,30
4512791,1786,1863,77,"F","StMarys",1863,1,30
4512790,1785,1863,78,"M","StMartins",1863,1,30
4512788,1842,1863,21,"M","StMarys",1863,1,30
4512787,1830,1863,33,"M","Tresco",1863,1,30
4512785,1794,1863,69,"F","StMarys",1863,1,30
4512784,1843,1863,20,"F","StMarys",1863,1,30
4512782,1840,1863,23,"F","Bryher",1863,1,30
4512781,1859,1863,4,"M","StMarys",1863,1,30
4512780,1862,1863,1,"M","Tresco",1863,1,30
4512777,1844,1863,19,"F","StMarys",1863,1,30
4512776,1803,1863,60,"M","StMarys",1863,1,30
4512774,1859,1863,4,"F","StMartins",1863,1,30
4512773,1787,1863,76,"F","StMartins",1863,1,30
4512772,1863,1863,0,"M","StMarys",1863,1,30
4512770,1775,1863,88,"M","Bryher",1863,1,30
4512768,1862,1863,1,"M","StMarys",1863,1,30
4512769,1861,1863,2,"F","StMartins",1863,1,30
4512766,1796,1863,67,"M","StMarys",1863,1,30
4512765,1811,1863,52,"F","Tresco",1863,1,30
4512764,1863,1863,0,"M","StMarys",1863,1,30
4512763,1858,1863,5,"F","StMarys",1863,1,30
4512760,1832,1863,31,"M","StAgnes",1863,1,30
4512759,1798,1863,65,"M","StMarys",1863,1,30
4512758,1863,1863,0,"M","StMarys",1863,1,30
4512757,1831,1863,32,"F","StMarys",1863,1,30
4512756,1782,1863,81,"M","Tresco",1863,1,30
4512755,1861,1863,2,"F","StAgnes",1863,1,30
4512753,1862,1863,1,"M","StMarys",1863,1,30
4512751,1794,1863,69,"F","StMartins",1863,1,30
4512750,1784,1863,79,"M","Tresco",1863,1,30
4512749,1835,1862,27,"F","StMarys",1862,1,29
4512748,1799,1862,63,"F","Tresco",1862,1,29
4512747,1861,1862,1,"F","StMarys",1862,1,29
4512746,1824,1862,38,"F","StMarys",1862,1,29
4512745,1822,1862,40,"F","StMarys",1862,1,29
4512742,1779,1862,83,"M","StMarys",1862,1,29
4512741,1835,1862,27,"F","Tresco",1862,1,29
4512740,1859,1862,3,"M","StMarys",1862,1,29
4512739,1829,1862,33,"F","StMarys",1862,1,29
4512738,1834,1862,28,"F","StMarys",1862,1,29
4512734,1834,1862,28,"M","StMarys",1862,1,29
4512733,1862,1862,0,"M","StMarys",1862,1,29
4512732,1817,1862,45,"F","StMarys",1862,1,29
4512731,1798,1862,64,"M","StMarys",1862,1,29
4512729,1851,1862,11,"F","Tresco",1862,1,29
4512728,1779,1862,83,"M","StMarys",1862,1,29
4512727,1778,1862,84,"F","StMarys",1862,1,29
4512726,1790,1862,72,"F","StMarys",1862,1,29
4512725,1783,1862,79,"F","StAgnes",1862,1,29
4512724,1842,1862,20,"F","StMarys",1862,1,29
4512723,1800,1862,62,"M","StMarys",1862,1,29
4512722,1785,1862,77,"F","StAgnes",1862,1,29
4512721,1838,1862,24,"F","StAgnes",1862,1,29
4512720,1795,1862,67,"F","StMartins",1862,1,29
4512718,1787,1862,75,"M","Tresco",1862,1,29
4512717,1830,1862,32,"F","Tresco",1862,1,29
4512715,1844,1862,18,"F","StMarys",1862,1,29
4512714,1786,1862,76,"F","StMarys",1862,1,29
4512713,1792,1862,70,"F","Tresco",1862,1,29
4512712,1807,1862,55,"F","StMarys",1862,1,29
4512711,1862,1862,0,"F","StMarys",1862,1,29
4512710,1784,1862,78,"M","StMarys",1862,1,29
4512709,1862,1862,0,"M","StMarys",1862,1,29
4512708,1787,1862,75,"F","StMartins",1862,1,29
4512707,1789,1862,73,"M","StMarys",1862,1,29
4512706,1786,1862,76,"M","StMarys",1862,1,29
4512705,1861,1861,0,"F","Tresco",1861,1,28
4512704,1793,1861,68,"M","Bryher",1861,1,28
4512702,1785,1861,76,"F","StMartins",1861,1,28
4512701,1774,1861,87,"F","StMarys",1861,1,28
4512700,1861,1861,0,"M","StMarys",1861,1,28
4512698,1779,1861,82,"F","StMarys",1861,1,28
4512694,1790,1861,71,"M","Tresco",1861,1,28
4512693,1774,1861,87,"M","Tresco",1861,1,28
4512692,1770,1861,91,"M","Tresco",1861,1,28
4512690,1791,1861,70,"F","StMarys",1861,1,28
4512689,1861,1861,0,"F","StMarys",1861,1,28
4512687,1773,1861,88,"F","StMarys",1861,1,28
4512686,1808,1861,53,"F","StMartins",1861,1,28
4512685,1800,1861,61,"M","StMartins",1861,1,28
4512684,1786,1861,75,"F","StMarys",1861,1,28
4512683,1805,1861,56,"F","StMarys",1861,1,28
4512681,1800,1861,61,"M","StMarys",1861,1,28
4512682,1859,1861,2,"F","StMarys",1861,1,28
4512680,1790,1861,71,"F","StMarys",1861,1,28
4512679,1838,1861,23,"M","StMarys",1861,1,28
4512678,1785,1861,76,"M","StMarys",1861,1,28
4512676,1783,1861,78,"F","Tresco",1861,1,28
4512675,1852,1861,9,"M","StMarys",1861,1,28
4512674,1828,1861,33,"M","StMartins",1861,1,28
4512673,1861,1861,0,"M","StMarys",1861,1,28
4512672,1861,1861,0,"F","StMarys",1861,1,28
4512671,1856,1861,5,"M","StMarys",1861,1,28
4512669,1850,1861,11,"M","StAgnes",1861,1,28
4512668,1861,1861,0,"M","StMarys",1861,1,28
4512667,1777,1861,84,"F","StMarys",1861,1,28
4512665,1787,1861,74,"M","StMarys",1861,1,28
4512664,1799,1861,62,"F","StAgnes",1861,1,28
4512663,1827,1861,34,"M","StMarys",1861,1,28
4512662,1855,1861,6,"M","StMarys",1861,1,28
4512661,1837,1860,23,"F","Tresco",1860,1,27
4512660,1860,1860,0,"M","StMarys",1860,1,27
4512659,1791,1860,69,"F","StMarys",1860,1,27
4512658,1794,1860,66,"M","Tresco",1860,1,27
4512656,1820,1860,40,"F","StMarys",1860,1,27
4512654,1837,1860,23,"F","StMarys",1860,1,27
4512652,1860,1860,0,"M","StMarys",1860,1,27
4512648,1839,1860,21,"F","StMarys",1860,1,27
4512647,1860,1860,0,"F","StMarys",1860,1,27
4512646,1860,1860,0,"F","StMarys",1860,1,27
4512645,1860,1860,0,"M","StMarys",1860,1,27
4512643,1808,1860,52,"F","StMarys",1860,1,27
4512642,1779,1860,81,"M","StMarys",1860,1,27
4512641,1835,1860,25,"F","StMarys",1860,1,27
4512638,1836,1860,24,"F","StMarys",1860,1,27
4512637,1860,1860,0,"M","StMartins",1860,1,27
4512634,1784,1860,76,"F","Tresco",1860,1,27
4512633,1839,1860,21,"F","Tresco",1860,1,27
4512629,1800,1860,60,"F","StMarys",1860,1,27
4512626,1860,1860,0,"M","StMarys",1860,1,27
4512625,1778,1860,82,"F","Tresco",1860,1,27
4512623,1796,1860,64,"F","Tresco",1860,1,27
4512622,1848,1860,12,"M","StMarys",1860,1,27
4512619,1803,1860,57,"M","StMarys",1860,1,27
4512616,1794,1860,66,"F","StAgnes",1860,1,27
4512615,1841,1860,19,NA,"StMarys",1860,1,27
4512614,1848,1860,12,"M","StMarys",1860,1,27
4512613,1834,1859,25,"F","StMarys",1859,1,26
4512612,1771,1859,88,"F","StMarys",1859,1,26
4512610,1788,1859,71,"F","StMarys",1859,1,26
4512608,1783,1859,76,"F","StMarys",1859,1,26
4512607,1842,1859,17,"M","StMarys",1859,1,26
4512606,1827,1859,32,"M","StMarys",1859,1,26
4512605,1771,1859,88,"F","StMarys",1859,1,26
4512604,1772,1859,87,"M","StMarys",1859,1,26
4512602,1858,1859,1,"F","StMarys",1859,1,26
4512601,1843,1859,16,"F","Tresco",1859,1,26
4512600,1791,1859,68,"F","StMarys",1859,1,26
4512599,1831,1859,28,"F","Tresco",1859,1,26
4512598,1849,1859,10,"M","StMarys",1859,1,26
4512597,1785,1859,74,"F","StMarys",1859,1,26
4512596,1859,1859,0,"M","StAgnes",1859,1,26
4512593,1857,1859,2,"F","Tresco",1859,1,26
4512584,1821,1859,38,"F","StMarys",1859,1,26
4512583,1792,1859,67,"F","StMarys",1859,1,26
4512581,1773,1859,86,"F","StMarys",1859,1,26
4512578,1781,1859,78,"M","StMarys",1859,1,26
4512577,1856,1859,3,"F","StMarys",1859,1,26
4512576,1826,1859,33,"F","StMarys",1859,1,26
4512575,1849,1859,10,"F","StMarys",1859,1,26
4512574,1785,1859,74,"F","StMarys",1859,1,26
4512573,1811,1859,48,"F","StMarys",1859,1,26
4512572,1859,1859,0,"M","StMarys",1859,1,26
4512571,1771,1858,87,"F","StMarys",1858,1,25
4512570,1836,1858,22,"M","StMarys",1858,1,25
4512569,1778,1858,80,NA,"Bryher",1858,1,25
4512568,1832,1858,26,"M","StMarys",1858,1,25
4512567,1837,1858,21,"M","StMarys",1858,1,25
4512566,1856,1858,2,"M","StMarys",1858,1,25
4512564,1778,1858,80,"F","StMarys",1858,1,25
4512563,1803,1858,55,"M","StMarys",1858,1,25
4512562,1843,1858,15,"M","StMarys",1858,1,25
4512561,1787,1858,71,"F","StMarys",1858,1,25
4512560,1858,1858,0,"M","StMartins",1858,1,25
4512559,1788,1858,70,"F","Tresco",1858,1,25
4512558,1856,1858,2,"M","StMarys",1858,1,25
4512557,1806,1858,52,"M","StMarys",1858,1,25
4512556,1833,1858,25,"F","StMarys",1858,1,25
4512555,1824,1858,34,"F","StMarys",1858,1,25
4512554,1858,1858,0,"M","StMarys",1858,1,25
4512553,1858,1858,0,"M","StMartins",1858,1,25
4512551,1771,1858,87,"F","StMarys",1858,1,25
4512550,1789,1858,69,"M","StMarys",1858,1,25
4512549,1780,1858,78,"F","Tresco",1858,1,25
4512548,1765,1858,93,"F","Bryher",1858,1,25
4512547,1777,1858,81,"M","StMarys",1858,1,25
4512546,1787,1858,71,"F","StMarys",1858,1,25
4512545,1791,1858,67,"F","StMartins",1858,1,25
4512544,1839,1858,19,"F",NA,1858,1,25
4512543,1858,1858,0,"F","StMarys",1858,1,25
4512542,1785,1858,73,"M","StMartins",1858,1,25
4512541,1811,1858,47,"M",NA,1858,1,25
4512539,1830,1858,28,"F","StMarys",1858,1,25
4512538,1792,1858,66,"F","StMarys",1858,1,25
4512536,1800,1858,58,"F","StMarys",1858,1,25
4512535,1844,1858,14,"F","StMarys",1858,1,25
4512534,1813,1858,45,"F","StMarys",1858,1,25
4512532,1858,1858,0,"M","StMarys",1858,1,25
4512531,1857,1857,0,"M","StMarys",1857,1,24
4512530,1813,1857,44,"M","StMarys",1857,1,24
4512529,1795,1857,62,"M","StMarys",1857,1,24
4512528,1818,1857,39,"F","StMartins",1857,1,24
4512527,1856,1857,1,"F","StMarys",1857,1,24
4512525,1857,1857,0,"M","StMarys",1857,1,24
4512523,1816,1857,41,"F","StMarys",1857,1,24
4512521,1851,1857,6,"F","StMarys",1857,1,24
4512520,1769,1857,88,"M","StAgnes",1857,1,24
4512519,1832,1857,25,"M",NA,1857,1,24
4512518,1801,1857,56,"M","StMarys",1857,1,24
4512517,1855,1857,2,"F","StMarys",1857,1,24
4512516,1780,1857,77,"M","StMarys",1857,1,24
4512515,1817,1857,40,"F","StMarys",1857,1,24
4512513,1807,1857,50,"F","Tresco",1857,1,24
4512512,1781,1857,76,"F","Tresco",1857,1,24
4512509,1782,1857,75,"M","StAgnes",1857,1,24
4512508,1772,1857,85,"F","StAgnes",1857,1,24
4512506,1840,1857,17,"F","Tresco",1857,1,24
4512504,1857,1857,0,"F","Tresco",1857,1,24
4512503,1782,1857,75,"F","StMartins",1857,1,24
4512501,1773,1857,84,"F","StMarys",1857,1,24
4512498,1832,1857,25,"F","Tresco",1857,1,24
4512497,1857,1857,0,"M","StMartins",1857,1,24
4512496,1856,1857,1,"F","StMarys",1857,1,24
4512495,1765,1857,92,"M","StMarys",1857,1,24
4512494,1777,1857,80,"F","StMarys",1857,1,24
4512493,1780,1857,77,"F","StMarys",1857,1,24
4512492,1856,1857,1,"M","StMarys",1857,1,24
4512491,1841,1857,16,"M","StMarys",1857,1,24
4512490,1786,1857,71,"M","StMarys",1857,1,24
4512489,1786,1857,71,"F","StMarys",1857,1,24
4512488,1781,1857,76,"F","Tresco",1857,1,24
4512487,1780,1857,77,"M","StMartins",1857,1,24
4512486,1826,1856,30,"F","StMarys",1856,1,23
4512485,1853,1856,3,"M","Tresco",1856,1,23
4512483,1828,1856,28,"M","StAgnes",1856,1,23
4512482,1824,1856,32,"M","StMarys",1856,1,23
4512481,1781,1856,75,"F","StMarys",1856,1,23
4512479,1780,1856,76,"M","StMartins",1856,1,23
4512480,1838,1856,18,"M","StMarys",1856,1,23
4512477,1855,1856,1,"F","StMarys",1856,1,23
4512476,1819,1856,37,"F","Tresco",1856,1,23
4512475,1762,1856,94,"M",NA,1856,1,23
4512474,1800,1856,56,"F","StMartins",1856,1,23
4512473,1804,1856,52,"F","StMarys",1856,1,23
4512472,1803,1856,53,"F","StAgnes",1856,1,23
4512470,1856,1856,0,"F","StMarys",1856,1,23
4512469,1783,1856,73,"F","Sampson",1856,1,23
4512467,1806,1856,50,"M","Tresco",1856,1,23
4512466,1856,1856,0,"F","StMarys",1856,1,23
4512464,1801,1856,55,"F","StMarys",1856,1,23
4512462,1763,1856,93,"M","StMarys",1856,1,23
4512461,1856,1856,0,"M","StMarys",1856,1,23
4512460,1816,1856,40,"M",NA,1856,1,23
4512459,1856,1856,0,"M","StMarys",1856,1,23
4512456,1856,1856,0,"M","Tresco",1856,1,23
4512454,1820,1856,36,"F","Bryher",1856,1,23
4512453,1789,1856,67,"M","Tresco",1856,1,23
4512452,1842,1856,14,"F","StMarys",1856,1,23
4512451,1853,1856,3,"M","StAgnes",1856,1,23
4512450,1781,1856,75,"F","StMarys",1856,1,23
4512449,1799,1856,57,"F","StMarys",1856,1,23
4512448,1856,1856,0,"M","Bryher",1856,1,23
4512447,1783,1856,73,"F","StMarys",1856,1,23
4512446,1848,1856,8,"F","StMarys",1856,1,23
4512445,1822,1856,34,"F","StMarys",1856,1,23
4512444,1814,1856,42,"F","StMarys",1856,1,23
4512443,1777,1856,79,"F","StMarys",1856,1,23
4512442,1782,1856,74,"M","StMarys",1856,1,23
4512441,1830,1855,25,"F","Tresco",1855,1,22
4512440,1851,1855,4,"F","StMarys",1855,1,22
4512439,1802,1855,53,"M","StMarys",1855,1,22
4512438,1772,1855,83,"F","StAgnes",1855,1,22
4512437,1768,1855,87,"F","StMarys",1855,1,22
4512436,1778,1855,77,"M","StMartins",1855,1,22
4512435,1783,1855,72,"F","StMarys",1855,1,22
4512433,1817,1855,38,"F","StMarys",1855,1,22
4512432,1855,1855,0,"F","StMarys",1855,1,22
4512431,1850,1855,5,"M","StMarys",1855,1,22
4512430,1855,1855,0,"F","StMarys",1855,1,22
4512428,1820,1855,35,"F","StMarys",1855,1,22
4512427,1852,1855,3,"M","Tresco",1855,1,22
4512426,1853,1855,2,"F","StMarys",1855,1,22
4512423,1812,1855,43,"M","Tresco",1855,1,22
4512422,1854,1855,1,"F","Tresco",1855,1,22
4512420,1855,1855,0,"M","StMarys",1855,1,22
4512419,1855,1855,0,"M","StAgnes",1855,1,22
4512417,1854,1855,1,"M","StAgnes",1855,1,22
4512416,1775,1855,80,"F","StMarys",1855,1,22
4512414,1819,1855,36,"F","StMartins",1855,1,22
4512413,1853,1855,2,"M","StMarys",1855,1,22
4512412,1796,1855,59,"M","StMarys",1855,1,22
4512410,1820,1855,35,"M","Bryher",1855,1,22
4512409,1781,1855,74,"F","StMarys",1855,1,22
4512408,1768,1855,87,"F","StMarys",1855,1,22
4512405,1826,1855,29,"F","StMarys",1855,1,22
4512404,1855,1855,0,"F","StMarys",1855,1,22
4512403,1847,1855,8,"M","Tresco",1855,1,22
4512402,1842,1855,13,"M","StMarys",1855,1,22
4512401,1770,1855,85,"F","Tresco",1855,1,22
4512400,1790,1855,65,"F","StMarys",1855,1,22
4512399,1806,1855,49,"M","StMarys",1855,1,22
4512398,1824,1855,31,"F","StMarys",1855,1,22
4512397,1779,1855,76,"F","StMarys",1855,1,22
4512396,1776,1855,79,"M","StMarys",1855,1,22
4512395,1789,1855,66,"F","StMarys",1855,1,22
4512392,1767,1855,88,"M","Tresco",1855,1,22
4512391,1771,1855,84,"M","Tresco",1855,1,22
4512390,1777,1855,78,"F","Tresco",1855,1,22
4512389,1766,1854,88,"F","Tresco",1854,1,21
4512388,1854,1854,0,"F","StMarys",1854,1,21
4512387,1839,1854,15,"F","StMarys",1854,1,21
4512386,1833,1854,21,"F","StMartins",1854,1,21
4512385,1785,1854,69,"M","StMarys",1854,1,21
4512384,1853,1854,1,"M","StAgnes",1854,1,21
4512383,1774,1854,80,"M","Tresco",1854,1,21
4512382,1773,1854,81,"F","StAgnes",1854,1,21
4512381,1767,1854,87,"M","StAgnes",1854,1,21
4512378,1777,1854,77,"M","Tresco",1854,1,21
4512379,1819,1854,35,"F","StMarys",1854,1,21
4512377,1854,1854,0,"M","StMartins",1854,1,21
4512376,1796,1854,58,"M","StMarys",1854,1,21
4512375,1779,1854,75,"M","StAgnes",1854,1,21
4512373,1806,1854,48,"F","StMarys",1854,1,21
4512372,1775,1854,79,"M","StMarys",1854,1,21
4512371,1854,1854,0,"F","StMarys",1854,1,21
4512370,1779,1854,75,"F","StMarys",1854,1,21
4512369,1832,1854,22,"M","StMarys",1854,1,21
4512368,1767,1854,87,"M","StMarys",1854,1,21
4512367,1854,1854,0,"M","Tresco",1854,1,21
4512366,1770,1854,84,"F","Tresco",1854,1,21
4512365,1800,1854,54,"M","Sampson",1854,1,21
4512364,1782,1854,72,"M","StAgnes",1854,1,21
4512363,1836,1854,18,"M","StMarys",1854,1,21
4512362,1848,1854,6,"F","StMarys",1854,1,21
4512361,1805,1854,49,"F","StMarys",1854,1,21
4512360,1821,1854,33,"M","Bryher",1854,1,21
4512358,1795,1854,59,"F","Bryher",1854,1,21
4512357,1854,1854,0,"M","StMarys",1854,1,21
4512356,1854,1854,0,"M","StMarys",1854,1,21
4512355,1853,1854,1,"M","StAgnes",1854,1,21
4512354,1791,1854,63,"F","StMarys",1854,1,21
4512353,1850,1854,4,"M","StMarys",1854,1,21
4512352,1853,1854,1,"M","StMarys",1854,1,21
4512351,1761,1854,93,"F","StMarys",1854,1,21
4512350,1828,1854,26,"F","StMarys",1854,1,21
4512349,1841,1854,13,"F","StMarys",1854,1,21
4512348,1798,1854,56,"F","Tresco",1854,1,21
4512347,1763,1853,90,"M","StMarys",1853,1,20
4512346,1788,1853,65,"F","StMarys",1853,1,20
4512345,1770,1853,83,"M","StMarys",1853,1,20
4512343,1785,1853,68,"M","StMarys",1853,1,20
4512342,1771,1853,82,"F","Tresco",1853,1,20
4512341,1835,1853,18,"F","StMarys",1853,1,20
4512340,1853,1853,0,"F","StMarys",1853,1,20
4512339,1853,1853,0,"M","StMarys",1853,1,20
4512338,1822,1853,31,"M",NA,1853,1,20
4512337,1790,1853,63,"F","StMartins",1853,1,20
4512336,1771,1853,82,"M","Tresco",1853,1,20
4512334,1791,1853,62,"M","Bryher",1853,1,20
4512333,1775,1853,78,"F","StMarys",1853,1,20
4512331,1816,1853,37,"F","StMarys",1853,1,20
4512328,1846,1853,7,"M","StMarys",1853,1,20
4512325,1825,1853,28,"M","StMarys",1853,1,20
4512324,1843,1853,10,"F","StMarys",1853,1,20
4512323,1774,1853,79,"F","Bryher",1853,1,20
4512322,1840,1853,13,"F","StMarys",1853,1,20
4512321,1853,1853,0,"M","StMarys",1853,1,20
4512320,1830,1853,23,"F","StAgnes",1853,1,20
4512319,1830,1853,23,"M","Bryher",1853,1,20
4512318,1797,1853,56,"M","StMarys",1853,1,20
4512317,1853,1853,0,"M","StMarys",1853,1,20
4512315,1851,1853,2,"F",NA,1853,1,20
4512314,1763,1853,90,"F","StMartins",1853,1,20
4512313,1815,1853,38,"F","Tresco",1853,1,20
4512311,1853,1853,0,"F","StMarys",1853,1,20
4512310,1767,1853,86,"F","StAgnes",1853,1,20
4512309,1777,1853,76,"M","StMartins",1853,1,20
4512308,1783,1853,70,"F","StAgnes",1853,1,20
4512307,1853,1853,0,"M","StAgnes",1853,1,20
4512306,1777,1853,76,"M","StMarys",1853,1,20
4512299,1774,1853,79,"F","StMarys",1853,1,20
4512298,1853,1853,0,"F","StMarys",1853,1,20
4512297,1769,1853,84,"F","StMarys",1853,1,20
4512296,1803,1853,50,"F","Tresco",1853,1,20
4512295,1769,1853,84,"M","StMarys",1853,1,20
4512294,1766,1853,87,"F","StAgnes",1853,1,20
4512293,1770,1853,83,"M","StMarys",1853,1,20
4512292,1830,1853,23,"F","StMarys",1853,1,20
4512291,1815,1853,38,"M","StMarys",1853,1,20
4512290,1788,1853,65,"M","StMarys",1853,1,20
4512289,1759,1853,94,"M","Tresco",1853,1,20
4512288,1757,1852,95,"F",NA,1852,1,19
4512287,1830,1852,22,"M","StMarys",1852,1,19
4512286,1820,1852,32,"F","StMarys",1852,1,19
4512285,1772,1852,80,"M","Bryher",1852,1,19
4512284,1826,1852,26,"F","StMarys",1852,1,19
4512283,1780,1852,72,"M","StMarys",1852,1,19
4512282,1777,1852,75,"F","StMarys",1852,1,19
4512281,1810,1852,42,"F","StMarys",1852,1,19
4512279,1845,1852,7,"F","Tresco",1852,1,19
4512278,1779,1852,73,"F","StMarys",1852,1,19
4512277,1784,1852,68,"F","StMartins",1852,1,19
4512276,1852,1852,0,"F","StMarys",1852,1,19
4512274,1848,1852,4,"F","StMarys",1852,1,19
4512273,1766,1852,86,"F","StAgnes",1852,1,19
4512272,1804,1852,48,"F","StAgnes",1852,1,19
4512270,1826,1852,26,"F","StMarys",1852,1,19
4512269,1774,1852,78,"F","StMarys",1852,1,19
4512268,1825,1852,27,"F","StMarys",1852,1,19
4512267,1836,1852,16,"F","StMartins",1852,1,19
4512266,1852,1852,0,"M","StMarys",1852,1,19
4512265,1779,1852,73,"M","StMarys",1852,1,19
4512264,1790,1852,62,"F","StMartins",1852,1,19
4512262,1833,1852,19,"M","StMarys",1852,1,19
4512260,1771,1852,81,"F","StMarys",1852,1,19
4512259,1832,1852,20,"M",NA,1852,1,19
4512258,1763,1852,89,"F","StMartins",1852,1,19
4512257,1779,1852,73,"F","StMartins",1852,1,19
4512255,1831,1852,21,"M","StMarys",1852,1,19
4512253,1852,1852,0,"F","StMarys",1852,1,19
4512252,1763,1852,89,"F","StMarys",1852,1,19
4512250,1774,1852,78,"M","StMarys",1852,1,19
4512249,1817,1852,35,"M","StMarys",1852,1,19
4512247,1806,1852,46,"M","Tresco",1852,1,19
4512246,1793,1852,59,"F","StMarys",1852,1,19
4512245,1800,1852,52,"M","StMarys",1852,1,19
4512244,1770,1852,82,"F","StAgnes",1852,1,19
4512243,1852,1852,0,"M","Tresco",1852,1,19
4512242,1852,1852,0,"M","StAgnes",1852,1,19
4512241,1827,1852,25,"M","StMarys",1852,1,19
